year,coc_number,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2015,WI-500,Wisconsin Balance of State CoC,Rural CoCs,3597,1920,1463,7,3390,207,1495,984,391,7,1382,113,2102,936,1072,2008,94,651,288,333,621,30,238,216,2,218,20,165,146,2,148,17,73,70,70,3,246,84,159,0,243,3,173,89,68,0,157,16,0,0,0,0,0,0,173,89,68,0,157,16,121,43,69,112,9,0,0,0,0,0,121,43,69,112,9,170,58,99,157,13
2015,WI-501,Milwaukee City & County CoC,Major Cities,1521,717,632,40,1389,132,939,514,256,40,810,129,582,203,376,579,3,183,70,112,182,1,104,65,20,85,19,97,58,20,78,19,7,7,7,0,192,65,114,0,179,13,128,58,38,2,98,30,33,25,0,0,25,8,95,33,38,2,73,22,50,14,34,48,2,0,0,0,0,0,50,14,34,48,2,81,23,57,80,1
2015,WI-502,Racine City & County CoC,Suburban CoCs,168,82,75,0,157,11,109,64,34,0,98,11,59,18,41,59,0,20,7,13,20,0,10,6,0,6,4,8,4,0,4,4,2,2,2,0,29,4,25,0,29,0,9,8,0,0,8,1,0,0,0,0,0,0,9,8,0,0,8,1,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,8,0,8,8,0
2015,WI-503,Madison/Dane County CoC,Other Urban CoCs,771,393,273,13,679,92,449,203,141,13,357,92,322,190,132,322,0,100,57,43,100,0,112,62,6,68,44,91,41,6,47,44,21,21,21,0,67,22,42,0,64,3,24,12,12,0,24,0,0,0,0,0,0,0,24,12,12,0,24,0,20,13,7,20,0,0,0,0,0,0,20,13,7,20,0,25,13,12,25,0
2015,WV-500,"Wheeling, Weirton Area CoC",Rural CoCs,114,68,27,0,95,19,79,56,4,0,60,19,35,12,23,35,0,11,4,7,11,0,38,23,0,23,15,34,19,0,19,15,4,4,4,0,9,6,1,0,7,2,8,4,2,0,6,2,0,0,0,0,0,0,8,4,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,WV-501,"Huntington/Cabell, Wayne Counties CoC",Rural CoCs,227,129,63,13,205,22,123,88,0,13,101,22,104,41,63,104,0,29,11,18,29,0,40,20,5,25,15,36,16,5,21,15,4,4,4,0,13,2,2,0,4,9,8,7,0,0,7,1,0,0,0,0,0,0,8,7,0,0,7,1,8,5,3,8,0,0,0,0,0,0,8,5,3,8,0,9,7,2,9,0
2015,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Suburban CoCs,385,226,115,0,341,44,323,174,105,0,279,44,62,52,10,62,0,21,16,5,21,0,58,40,0,40,18,52,34,0,34,18,6,6,6,0,37,13,20,0,33,4,51,25,16,0,41,10,8,8,0,0,8,0,43,17,16,0,33,10,3,0,3,3,0,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0
2015,WV-508,West Virginia Balance of State CoC,Rural CoCs,1109,597,165,0,762,347,889,493,116,0,609,280,220,104,49,153,67,68,31,16,47,21,250,138,0,138,112,230,118,0,118,112,20,20,20,0,246,142,41,0,183,63,78,43,6,0,49,29,3,3,0,0,3,0,75,40,6,0,46,29,12,2,3,5,7,0,0,0,0,0,12,2,3,5,7,17,4,5,9,8
2015,WY-500,Wyoming Statewide CoC,Rural CoCs,798,231,276,0,507,291,500,187,105,0,292,208,298,44,171,215,83,93,16,55,71,22,102,37,0,37,65,86,35,0,35,51,16,2,2,14,112,33,50,0,83,29,37,18,8,0,26,11,4,2,0,0,2,2,33,16,8,0,24,9,12,4,7,11,1,0,0,0,0,0,12,4,7,11,1,20,5,14,19,1
2016,AK-500,Anchorage CoC,Other Urban CoCs,1105,573,292,0,865,240,905,470,195,0,665,240,200,103,97,200,0,69,35,34,69,0,50,48,0,48,2,48,46,0,46,2,2,2,2,0,89,43,17,0,60,29,94,57,27,0,84,10,3,3,0,,3,0,91,54,27,0,81,10,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,6,1,5,6,0
2016,AK-501,Alaska Balance of State CoC,Rural CoCs,835,434,199,0,633,202,622,307,117,0,424,198,213,127,82,209,4,66,41,24,65,1,72,46,0,46,26,64,38,0,38,26,8,8,8,0,79,29,23,0,52,27,79,30,23,0,53,26,16,16,0,,16,0,63,14,23,0,37,26,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,4,1,3,4,0
2016,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Suburban CoCs,1228,531,467,34,1032,196,927,438,271,34,743,184,301,93,196,289,12,101,26,72,98,3,92,27,2,29,63,92,27,2,29,63,0,0,0,0,158,112,43,1,156,2,110,61,25,2,88,22,9,3,6,,9,0,101,58,19,2,79,22,12,3,9,12,0,5,0,5,5,0,7,3,4,7,0,19,6,13,19,0
2016,AL-501,Mobile City & County/Baldwin County CoC,Other Urban CoCs,623,284,103,0,387,236,477,204,49,0,253,224,146,80,54,134,12,46,25,17,42,4,80,30,0,30,50,80,30,0,30,50,0,0,0,0,66,18,38,0,56,10,16,8,3,0,11,5,0,0,0,,0,0,16,8,3,0,11,5,7,6,0,6,1,0,0,0,0,0,7,6,0,6,1,9,8,0,8,1
2016,AL-502,Florence/Northwest Alabama CoC,Rural CoCs,337,85,201,0,286,51,194,44,111,0,155,39,143,41,90,131,12,56,11,42,53,3,39,20,0,20,19,32,13,0,13,19,7,7,7,0,19,10,7,0,17,2,4,1,1,0,2,2,0,0,0,,0,0,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,AL-503,Huntsville/North Alabama CoC,Other Urban CoCs,385,282,16,0,298,87,283,186,10,0,196,87,102,96,6,102,0,29,27,2,29,0,102,59,0,59,43,100,57,0,57,43,2,2,2,0,29,18,3,0,21,8,33,12,6,0,18,15,3,3,0,,3,0,30,9,6,0,15,15,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0
2016,AL-504,Montgomery City & County CoC,Other Urban CoCs,367,173,120,0,293,74,285,133,81,0,214,71,82,40,39,79,3,21,11,9,20,1,28,18,0,18,10,28,18,0,18,10,0,0,0,0,41,40,0,0,40,1,10,5,5,0,10,0,0,0,0,,0,0,10,5,5,0,10,0,3,1,1,2,1,0,0,0,0,0,3,1,1,2,1,6,2,3,5,1
2016,AL-505,Gadsden/Northeast Alabama CoC,Rural CoCs,167,55,36,0,91,76,133,42,28,0,70,63,34,13,8,21,13,13,5,4,9,4,22,11,0,11,11,22,11,0,11,11,0,0,0,0,13,4,1,0,5,8,18,3,13,0,16,2,14,1,13,,14,0,4,2,0,0,2,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
2016,AL-506,Tuscaloosa City & County CoC,Other Urban CoCs,177,14,33,0,47,130,105,4,29,0,33,72,72,10,4,14,58,21,4,1,5,16,13,0,0,0,13,1,0,0,0,1,12,0,0,12,19,0,17,0,17,2,12,0,0,0,0,12,0,0,0,,0,0,12,0,0,0,0,12,2,1,0,1,1,0,0,0,0,0,2,1,0,1,1,3,2,0,2,1
2016,AL-507,Alabama Balance of State CoC,Rural CoCs,827,177,282,0,459,368,615,96,257,0,353,262,212,81,25,106,106,69,30,7,37,32,44,5,0,5,39,35,5,0,5,30,9,0,0,9,28,5,4,0,9,19,51,17,11,0,28,23,2,2,0,,2,0,49,15,11,0,26,23,5,2,0,2,3,0,0,0,0,0,5,2,0,2,3,5,2,0,2,3
2016,AR-500,Little Rock/Central Arkansas CoC,Other Urban CoCs,808,288,181,0,469,339,742,264,144,0,408,334,66,24,37,61,5,22,8,12,20,2,208,66,0,66,142,206,66,0,66,140,2,0,0,2,121,50,34,0,84,37,39,13,15,0,28,11,3,2,1,,3,0,36,11,14,0,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,AR-501,Fayetteville/Northwest Arkansas CoC,Other Urban CoCs,550,251,238,0,489,61,359,157,145,0,302,57,191,94,93,187,4,47,24,21,45,2,90,60,0,60,30,76,50,0,50,26,14,10,10,4,56,0,45,0,45,11,45,0,34,0,34,11,32,0,32,,32,0,13,0,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,AR-503,Arkansas  Balance of State  CoC,Rural CoCs,761,304,76,0,380,381,533,218,57,0,275,258,228,86,19,105,123,69,27,6,33,36,101,26,0,26,75,86,22,0,22,64,15,4,4,11,25,11,3,0,14,11,82,16,5,0,21,61,0,0,0,,0,0,82,16,5,0,21,61,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,4,3,1,4,0
2016,AR-504,Delta Hills CoC,Rural CoCs,89,79,0,10,89,0,27,17,0,10,27,0,62,62,0,62,0,31,31,0,31,0,24,24,0,24,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,11,9,0,2,11,0,0,0,0,,0,0,11,9,0,2,11,0,7,7,0,7,0,0,0,0,0,0,7,7,0,7,0,7,7,0,7,0
2016,AR-505,Southeast Arkansas CoC,Rural CoCs,89,78,0,0,78,11,46,40,0,0,40,6,43,38,0,38,5,13,12,0,12,1,26,26,0,26,0,1,1,0,1,0,25,25,25,0,2,2,0,0,2,0,19,19,0,0,19,0,14,14,0,,14,0,5,5,0,0,5,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0
2016,AR-508,Fort Smith CoC,Rural CoCs,166,92,19,0,111,55,131,73,15,0,88,43,35,19,4,23,12,9,5,1,6,3,54,24,0,24,30,48,24,0,24,24,6,0,0,6,18,4,10,0,14,4,5,4,0,0,4,1,0,0,0,,0,0,5,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,AZ-500,Arizona Balance of State CoC,Rural CoCs,2240,771,252,0,1023,1217,1734,540,118,0,658,1076,506,231,134,365,141,154,79,38,117,37,437,43,0,43,394,407,36,0,36,371,30,7,7,23,305,50,62,0,112,193,98,54,10,0,64,34,18,16,1,,17,1,80,38,9,0,47,33,15,11,4,15,0,1,1,0,1,0,14,10,4,14,0,19,12,7,19,0
2016,AZ-501,Tucson/Pima County CoC,Major Cities,1765,568,801,15,1384,381,1305,439,472,15,926,379,460,129,329,458,2,139,40,98,138,1,213,84,9,93,120,211,82,9,91,120,2,2,2,0,281,109,121,2,232,49,121,33,73,1,107,14,16,8,7,,15,1,105,25,66,1,92,13,44,10,34,44,0,0,0,0,0,0,44,10,34,44,0,60,17,43,60,0
2016,AZ-502,"Phoenix, Mesa/Maricopa County CoC",Major Cities,5702,2362,1669,25,4056,1646,3620,1432,523,25,1980,1640,2082,930,1146,2076,6,624,281,341,622,2,745,322,10,332,413,709,286,10,296,413,36,36,36,0,450,109,209,1,319,131,370,156,104,0,260,110,66,43,17,,60,6,304,113,87,0,200,104,91,49,42,91,0,0,0,0,0,0,91,49,42,91,0,143,67,76,143,0
2016,CA-500,San Jose/Santa Clara City & County CoC,Major Cities,6524,777,1110,10,1897,4627,5585,513,498,10,1021,4564,939,264,612,876,63,276,83,176,259,17,2146,126,2,128,2018,2095,108,2,110,1985,51,18,18,33,701,95,160,0,255,446,885,24,81,0,105,780,50,9,0,,9,41,835,15,81,0,96,739,53,1,46,47,6,0,0,0,0,0,53,1,46,47,6,55,1,48,49,6
2016,CA-501,San Francisco CoC,Major Cities,6996,2197,425,16,2638,4358,6309,1796,172,16,1984,4325,687,401,253,654,33,201,115,75,190,11,1932,702,16,718,1214,1805,600,16,616,1189,127,102,102,25,580,101,111,16,228,352,1488,88,37,0,125,1363,131,12,0,,12,119,1357,76,37,0,113,1244,77,34,38,72,5,0,0,0,0,0,77,34,38,72,5,103,43,45,88,15
2016,CA-502,"Oakland, Berkeley/Alameda County CoC",Major Cities,4145,892,856,0,1748,2397,3148,548,447,0,995,2153,997,344,409,753,244,316,120,149,269,47,753,214,0,214,539,668,167,0,167,501,85,47,47,38,401,69,101,0,170,231,271,69,131,0,200,71,11,6,5,,11,0,260,63,126,0,189,71,65,8,57,65,0,0,0,0,0,0,65,8,57,65,0,71,9,62,71,0
2016,CA-503,Sacramento City & County CoC,Major Cities,2500,870,682,0,1552,948,1921,567,443,0,1010,911,579,303,239,542,37,194,100,83,183,11,540,222,0,222,318,507,194,0,194,313,33,28,28,5,308,79,87,0,166,142,250,19,81,0,100,150,6,2,0,,2,4,244,17,81,0,98,146,47,14,33,47,0,0,0,0,0,0,47,14,33,47,0,64,12,52,64,0
2016,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Suburban CoCs,2906,588,412,0,1000,1906,2517,414,217,0,631,1886,389,174,195,369,20,156,69,80,149,7,747,192,0,192,555,699,150,0,150,549,48,42,42,6,274,18,36,0,54,220,664,31,33,0,64,600,98,1,0,,1,97,566,30,33,0,63,503,4,2,2,4,0,2,2,0,2,0,2,0,2,2,0,5,3,2,5,0
2016,CA-505,Richmond/Contra Costa County CoC,Suburban CoCs,1730,454,166,0,620,1110,1366,336,49,0,385,981,364,118,117,235,129,111,37,36,73,38,384,164,0,164,220,346,145,0,145,201,38,19,19,19,136,39,12,0,51,85,91,25,15,0,40,51,6,5,0,,5,1,85,20,15,0,35,50,21,4,9,13,8,0,0,0,0,0,21,4,9,13,8,21,4,10,14,7
2016,CA-506,"Salinas/Monterey, San Benito Counties CoC",Rural CoCs,3022,453,462,0,915,2107,2536,268,174,0,442,2094,486,185,288,473,13,150,50,96,146,4,660,98,0,98,562,631,69,0,69,562,29,29,29,0,204,17,66,0,83,121,322,37,13,0,50,272,46,0,0,,0,46,276,37,13,0,50,226,29,11,18,29,0,0,0,0,0,0,29,11,18,29,0,29,11,18,29,0
2016,CA-507,Marin County CoC,Suburban CoCs,1258,216,207,0,423,835,1070,170,74,0,244,826,188,46,133,179,9,57,16,39,55,2,257,24,0,24,233,257,24,0,24,233,0,0,0,0,78,18,19,0,37,41,354,1,2,0,3,351,6,0,0,,0,6,348,1,2,0,3,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA-508,Watsonville/Santa Cruz City & County CoC,Suburban CoCs,1959,387,218,0,605,1354,1454,252,54,0,306,1148,505,135,164,299,206,147,47,49,96,51,573,156,0,156,417,498,123,0,123,375,75,33,33,42,146,32,1,0,33,113,303,33,21,0,54,249,32,1,3,,4,28,271,32,18,0,50,221,34,6,14,20,14,0,0,0,0,0,34,6,14,20,14,42,6,15,21,21
2016,CA-509,Mendocino County CoC,Rural CoCs,1242,117,75,0,192,1050,1147,100,40,0,140,1007,95,17,35,52,43,35,5,11,16,19,177,76,0,76,101,177,76,0,76,101,0,0,0,0,19,5,0,0,5,14,236,8,13,0,21,215,0,0,0,,0,0,236,8,13,0,21,215,3,1,1,2,1,0,0,0,0,0,3,1,1,2,1,3,1,1,2,1
2016,CA-510,"Turlock, Modesto/Stanislaus County CoC",Suburban CoCs,1434,566,138,0,704,730,1147,402,83,0,485,662,287,164,55,219,68,92,54,15,69,23,361,114,0,114,247,238,106,0,106,132,123,8,8,115,74,30,9,0,39,35,108,28,18,0,46,62,10,5,5,,10,0,98,23,13,0,36,62,14,6,3,9,5,4,4,0,4,0,10,2,3,5,5,14,6,3,9,5
2016,CA-511,Stockton/San Joaquin County CoC,Other Urban CoCs,1780,609,636,0,1245,535,947,324,136,0,460,487,833,285,500,785,48,242,83,144,227,15,247,37,0,37,210,244,34,0,34,210,3,3,3,0,138,36,41,0,77,61,36,17,6,0,23,13,4,4,0,,4,0,32,13,6,0,19,13,34,13,21,34,0,0,0,0,0,0,34,13,21,34,0,45,24,21,45,0
2016,CA-512,Daly/San Mateo County CoC,Suburban CoCs,1361,166,420,0,586,775,911,107,144,0,251,660,450,59,276,335,115,132,20,77,97,35,238,5,0,5,233,235,5,0,5,230,3,0,0,3,136,4,42,0,46,90,53,15,12,0,27,26,4,4,0,,4,0,49,11,12,0,23,26,18,5,10,15,3,0,0,0,0,0,18,5,10,15,3,17,3,9,12,5
2016,CA-513,"Visalia/Kings, Tulare Counties CoC",Other Urban CoCs,792,155,171,0,326,466,646,79,120,0,199,447,146,76,51,127,19,45,24,15,39,6,251,20,0,20,231,241,13,0,13,228,10,7,7,3,37,0,4,0,4,33,50,4,25,0,29,21,0,0,0,,0,0,50,4,25,0,29,21,5,4,1,5,0,0,0,0,0,0,5,4,1,5,0,8,7,1,8,0
2016,CA-514,Fresno City & County/Madera County CoC,Major Cities,1883,232,197,23,452,1431,1684,147,106,23,276,1408,199,85,91,176,23,62,26,30,56,6,546,12,6,18,528,529,12,6,18,511,17,0,0,17,228,49,35,0,84,144,101,7,36,1,44,57,2,2,0,,2,0,99,5,36,1,42,57,25,8,17,25,0,1,1,0,1,0,24,7,17,24,0,30,10,20,30,0
2016,CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",Suburban CoCs,1021,331,191,0,522,499,861,268,169,0,437,424,160,63,22,85,75,49,17,8,25,24,347,110,0,110,237,313,93,0,93,220,34,17,17,17,67,21,3,0,24,43,66,18,7,0,25,41,1,0,0,,0,1,65,18,7,0,25,40,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,3,1,2,3,0
2016,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Rural CoCs,1272,185,127,0,312,960,1065,151,73,0,224,841,207,34,54,88,119,59,14,16,30,29,425,57,0,57,368,394,49,0,49,345,31,8,8,23,98,14,18,0,32,66,151,13,8,0,21,130,7,0,0,,0,7,144,13,8,0,21,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA-517,Napa City & County CoC,Other Urban CoCs,317,143,56,0,199,118,235,111,16,0,127,108,82,32,40,72,10,21,9,10,19,2,98,57,0,57,41,94,53,0,53,41,4,4,4,0,22,8,0,0,8,14,24,10,10,0,20,4,0,0,0,,0,0,24,10,10,0,20,4,5,2,3,5,0,1,0,1,1,0,4,2,2,4,0,10,3,7,10,0
2016,CA-518,Vallejo/Solano County CoC,Other Urban CoCs,1118,170,153,0,323,795,955,97,80,0,177,778,163,73,73,146,17,53,23,24,47,6,259,41,0,41,218,252,38,0,38,214,7,3,3,4,119,12,42,0,54,65,114,5,1,0,6,108,9,0,0,,0,9,105,5,1,0,6,99,3,0,2,2,1,1,0,1,1,0,2,0,1,1,1,5,0,4,4,1
2016,CA-519,"Chico, Paradise/Butte County CoC",Rural CoCs,574,182,107,0,289,285,440,125,32,0,157,283,134,57,75,132,2,32,15,16,31,1,251,45,0,45,206,238,32,0,32,206,13,13,13,0,49,7,15,0,22,27,69,18,15,0,33,36,4,0,4,,4,0,65,18,11,0,29,36,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,5,2,3,5,0
2016,CA-520,Merced City & County CoC,Suburban CoCs,516,80,80,0,160,356,504,76,80,0,156,348,12,4,0,4,8,4,1,0,1,3,224,27,0,27,197,224,27,0,27,197,0,0,0,0,25,4,1,0,5,20,43,3,11,0,14,29,3,0,0,,0,3,40,3,11,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA-521,"Davis, Woodland/Yolo County CoC",Suburban CoCs,532,189,150,0,339,193,322,79,60,0,139,183,210,110,90,200,10,68,36,29,65,3,89,45,0,45,44,75,31,0,31,44,14,14,14,0,29,11,2,0,13,16,47,6,10,0,16,31,4,1,0,,1,3,43,5,10,0,15,28,7,5,2,7,0,0,0,0,0,0,7,5,2,7,0,10,8,2,10,0
2016,CA-522,Humboldt County CoC,Rural CoCs,1134,118,80,0,198,936,989,48,52,0,100,889,145,70,28,98,47,55,27,8,35,20,377,0,0,0,377,362,0,0,0,362,15,0,0,15,131,0,39,0,39,92,102,5,13,0,18,84,22,5,13,,18,4,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA-523,"Colusa, Glenn, Trinity Counties CoC",Rural CoCs,115,6,29,0,35,80,71,2,2,0,4,67,44,4,27,31,13,14,1,9,10,4,33,3,0,3,30,31,1,0,1,30,2,2,2,0,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,,0,0,4,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
2016,CA-524,Yuba City & County/Sutter County CoC,Suburban CoCs,702,106,85,0,191,511,387,64,11,0,75,312,315,42,74,116,199,93,15,20,35,58,233,35,0,35,198,70,31,0,31,39,163,4,4,159,21,1,0,0,1,20,73,7,0,0,7,66,23,1,0,,1,22,50,6,0,0,6,44,9,3,2,5,4,1,1,0,1,0,8,2,2,4,4,23,4,4,8,15
2016,CA-525,El Dorado County CoC,Suburban CoCs,269,72,49,0,121,148,192,59,41,0,100,92,77,13,8,21,56,25,4,3,7,18,139,48,0,48,91,95,45,0,45,50,44,3,3,41,17,3,3,0,6,11,15,2,8,0,10,5,6,0,6,,6,0,9,2,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Rural CoCs,632,92,59,0,151,481,509,50,17,0,67,442,123,42,42,84,39,37,13,13,26,11,129,3,0,3,126,129,3,0,3,126,0,0,0,0,35,5,9,0,14,21,45,2,1,0,3,42,0,0,0,,0,0,45,2,1,0,3,42,3,0,1,1,2,0,0,0,0,0,3,0,1,1,2,4,0,2,2,2
2016,CA-527,Tehama County CoC,Rural CoCs,133,63,10,0,73,60,103,44,4,0,48,55,30,19,6,25,5,9,6,2,8,1,31,8,0,8,23,29,8,0,8,21,2,0,0,2,16,7,1,0,8,8,5,1,0,0,1,4,0,0,0,,0,0,5,1,0,0,1,4,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
2016,CA-529,Lake County CoC,Rural CoCs,332,32,12,0,44,288,210,2,0,0,2,208,122,30,12,42,80,42,10,5,15,27,24,24,0,24,0,12,12,0,12,0,12,12,12,0,21,0,0,0,0,21,7,2,0,0,2,5,1,0,0,,0,1,6,2,0,0,2,4,5,0,5,5,0,0,0,0,0,0,5,0,5,5,0,7,0,7,7,0
2016,CA-530,"Alpine, Inyo, Mono Counties CoC",Rural CoCs,130,0,11,0,11,119,110,0,1,0,1,109,20,0,10,10,10,5,0,2,2,3,33,0,0,0,33,31,0,0,0,31,2,0,0,2,8,0,0,0,0,8,2,0,0,0,0,2,0,0,0,,0,0,2,0,0,0,0,2,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,7,0,7,7,0
2016,CA-600,Los Angeles City & County CoC,Major Cities,43854,6010,5048,15,11073,32781,37726,3461,3300,15,6776,30950,6128,2549,1748,4297,1831,2296,839,602,1441,855,13468,650,10,660,12808,12970,606,10,616,12354,498,44,44,454,2728,235,1008,0,1243,1485,3086,243,571,0,814,2272,125,40,2,,42,83,2961,203,569,0,772,2189,196,36,112,148,48,0,0,0,0,0,196,36,112,148,48,258,52,138,190,68
2016,CA-601,San Diego City and County CoC,Major Cities,8669,1250,2427,52,3729,4940,6955,806,1439,52,2297,4658,1714,444,988,1432,282,545,141,328,469,76,1417,287,22,309,1108,1345,236,22,258,1087,72,51,51,21,1156,111,459,14,584,572,830,43,214,0,257,573,145,15,16,,31,114,685,28,198,0,226,459,82,12,70,82,0,0,0,0,0,0,82,12,70,82,0,106,13,93,106,0
2016,CA-602,"Santa Ana, Anaheim/Orange County CoC",Suburban CoCs,4319,943,1175,0,2118,2201,3028,545,288,0,833,2195,1291,398,887,1285,6,413,126,285,411,2,716,269,0,269,447,711,264,0,264,447,5,5,5,0,455,45,54,0,99,356,145,30,10,0,40,105,14,12,0,,12,2,131,18,10,0,28,103,32,11,21,32,0,0,0,0,0,0,32,11,21,32,0,42,15,27,42,0
2016,CA-603,Santa Maria/Santa Barbara County CoC,Suburban CoCs,1813,666,257,0,923,890,1385,440,137,0,577,808,428,226,120,346,82,126,64,39,103,23,453,122,0,122,331,426,122,0,122,304,27,0,0,27,122,22,21,0,43,79,133,58,17,0,75,58,9,6,1,,7,2,124,52,16,0,68,56,9,2,7,9,0,0,0,0,0,0,9,2,7,9,0,10,1,9,10,0
