year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2015,NJ,Newark/Essex County CoC,NJ-504,5738188,"Smaller Cities, Counties, and Regional CoCs",1897,1890,97,61,123,78,1674,40,75,134,4990,353,19,65,80,224,8,27,32,3349,3964,74,8,24,5520,2668,1396,1208
2015,NJ,Jersey City/Bayonne/Hudson County CoC,NJ-506,5243399,"Smaller Cities, Counties, and Regional CoCs",486,485,63,28,99,41,612,67,111,138,2303,132,3,30,31,66,11,19,28,1502,1695,242,34,72,2592,996,282,271
2015,NJ,New Brunswick/Middlesex County CoC,NJ-507,2407162,"Smaller Cities, Counties, and Regional CoCs",346,316,90,76,154,104,326,22,32,40,899,91,7,41,44,79,12,20,29,573,754,39,30,5,715,412,203,199
2015,NJ,Monmouth County CoC,NJ-508,3073031,"Smaller Cities, Counties, and Regional CoCs",209,191,82,22,134,38,188,11,18,36,1358,171,10,40,45,41,7,13,19,947,991,102,32,29,1008,236,417,377
2015,NJ,Morris County CoC,NJ-509,1756326,"Smaller Cities, Counties, and Regional CoCs",221,221,79,33,130,85,270,12,22,44,829,47,0,0,0,27,1,1,1,545,560,214,44,55,772,238,275,265
2015,NJ,Lakewood Township/Ocean County CoC,NJ-510,462780,"Smaller Cities, Counties, and Regional CoCs",49,12,18,17,52,26,49,0,1,2,115,35,4,3,7,9,0,0,0,104,131,145,11,61,102,70,134,102
2015,NJ,Paterson/Passaic County CoC,NJ-511,3745554,"Smaller Cities, Counties, and Regional CoCs",341,276,91,52,100,55,467,5,11,29,951,214,7,26,31,25,1,6,6,734,1062,348,27,49,1145,856,678,640
2015,NJ,Salem County CoC,NJ-512,0,"Smaller Cities, Counties, and Regional CoCs",57,44,72,48,227,98,56,0,0,0,84,8,0,0,0,7,0,0,0,62,66,8,1,5,77,27,63,63
2015,NJ,Somerset County CoC,NJ-513,397461,"Smaller Cities, Counties, and Regional CoCs",353,193,140,106,253,203,159,0,6,11,314,27,1,3,4,14,1,1,2,170,181,98,34,42,271,203,108,101
2015,NJ,Trenton/Mercer County CoC,NJ-514,3538791,"Smaller Cities, Counties, and Regional CoCs",481,453,50,27,78,42,1249,52,82,160,2497,164,2,34,36,61,4,23,25,1464,1727,27,5,21,2864,1404,842,751
2015,NJ,Elizabeth/Union County CoC,NJ-515,4467480,"Smaller Cities, Counties, and Regional CoCs",406,367,111,59,145,86,517,21,44,88,1129,253,12,115,120,44,6,13,18,723,1013,117,29,52,1649,851,642,618
2015,NJ,"Warren, Sussex, Hunterdon Counties CoC   ",NJ-516,1222609,"Smaller Cities, Counties, and Regional CoCs",178,169,36,4,65,6,424,11,19,31,982,35,1,3,4,56,9,4,12,700,859,2,0,2,1169,474,78,70
2015,NM,Albuquerque CoC,NM-500,5681370,Major Cities,705,457,37,22,88,32,1566,124,234,346,2911,338,14,91,101,246,21,78,93,2093,2762,755,47,10,3004,1126,1001,946
2015,NM,New Mexico Balance of State CoC,NM-501,4611587,Balance of State and Statewide CoCs,757,409,32,20,82,27,1200,67,98,148,1842,307,18,81,90,240,43,72,100,1263,2001,0,0,0,2111,1055,735,686
2015,NV,Las Vegas/Clark County CoC,NV-500,13469396,Major Cities,3180,3168,37,9,82,16,2806,426,525,619,10079,253,0,2,2,531,44,69,108,7478,8582,280,60,48,8533,3002,1420,1313
2015,NV,Reno/Sparks/Washoe County CoC,NV-501,1575244,"Smaller Cities, Counties, and Regional CoCs",867,543,28,12,64,23,653,86,150,192,2558,35,0,1,1,17,1,10,11,1460,1805,479,34,61,2324,1057,458,426
2015,NV,Nevada Balance of State CoC,NV-502,610198,Balance of State and Statewide CoCs,149,139,35,20,62,29,223,8,10,14,600,19,0,1,1,28,3,4,7,434,629,175,50,86,510,222,372,353
2015,NY,Rochester/Irondequoit/Greece/Monroe County CoC,NY-500,11127315,"Smaller Cities, Counties, and Regional CoCs",700,596,25,21,45,23,2683,235,405,625,5295,804,55,185,201,405,39,174,201,3841,4151,58,47,11,4756,2221,1932,1743
2015,NY,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC ",NY-501,0,"Smaller Cities, Counties, and Regional CoCs",519,399,18,11,79,21,537,17,39,57,751,96,4,15,18,180,18,49,64,565,747,43,21,8,1153,817,342,259
2015,NY,Auburn/Cayuga County,NY-502,253290,"Smaller Cities, Counties, and Regional CoCs",0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
2015,NY,Albany City & County CoC,NY-503,5040772,"Smaller Cities, Counties, and Regional CoCs",423,282,44,27,60,29,1253,63,125,199,2266,286,32,77,102,193,53,40,88,1672,1793,48,1,46,2307,1133,816,740
2015,NY,Cattaragus County CoC,NY-504,351754,"Smaller Cities, Counties, and Regional CoCs",48,17,16,11,94,16,187,1,2,3,131,29,0,2,2,35,3,11,13,114,137,0,0,0,139,86,74,65
2015,NY,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,8296514,"Smaller Cities, Counties, and Regional CoCs",720,714,41,22,63,26,1943,243,391,497,5281,612,7,62,68,268,42,100,130,3115,3239,113,12,17,4474,1518,1404,1328
2015,NY,Schenectady City & County CoC,NY-507,3867818,"Smaller Cities, Counties, and Regional CoCs",186,36,81,25,74,28,349,1,5,11,407,140,24,56,76,191,33,95,112,332,674,0,0,0,775,608,577,515
2015,NY,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,10873277,"Smaller Cities, Counties, and Regional CoCs",909,724,34,19,71,23,1652,189,296,359,4076,582,19,121,131,217,26,111,127,2927,3184,352,16,137,3843,1710,909,851
2015,NY,Ithaca/Tompkins County CoC,NY-510,211918,"Smaller Cities, Counties, and Regional CoCs",66,66,36,21,44,24,238,9,25,30,511,27,1,2,3,78,13,17,29,415,477,0,0,0,480,190,148,120
2015,NY,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",NY-511,1563384,"Smaller Cities, Counties, and Regional CoCs",248,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,NY,Troy/Rensselaer County CoC,NY-512,3210595,"Smaller Cities, Counties, and Regional CoCs",85,85,34,24,45,27,556,31,66,89,771,191,15,120,127,56,9,26,33,542,687,58,7,42,956,546,628,562
2015,NY,"Wayne, Ontario, Seneca, Yates Counties CoC",NY-513,205102,"Smaller Cities, Counties, and Regional CoCs",205,95,,,,,0,0,0,0,,,,,,,,,,0,0,,,,,,,
2015,NY,Jamestown/Dunkirk/Chautauqua County CoC,NY-514,210878,"Smaller Cities, Counties, and Regional CoCs",92,48,18,7,292,51,26,3,5,5,124,0,0,0,0,0,0,0,0,85,223,0,0,0,176,122,50,45
2015,NY,Clinton County CoC,NY-516,146329,"Smaller Cities, Counties, and Regional CoCs",142,8,113,82,113,82,67,2,6,12,73,19,2,12,13,6,1,2,2,52,57,6,0,0,72,53,68,58
2015,NY,"Utica/Rome/Oneida, Madison Counties CoC",NY-518,3120929,"Smaller Cities, Counties, and Regional CoCs",110,66,19,14,53,20,448,15,28,37,172,211,19,41,55,168,22,37,58,139,461,0,0,0,311,258,651,590
2015,NY,Columbia/Greene County CoC,NY-519,451459,"Smaller Cities, Counties, and Regional CoCs",0,0,0,0,0,0,11,0,0,0,0,20,2,4,5,14,1,1,2,0,53,0,0,0,45,34,53,43
2015,NY,Franklin County CoC,NY-520,89223,"Smaller Cities, Counties, and Regional CoCs",21,3,41,14,41,14,21,0,0,0,144,8,0,1,0,8,2,0,2,141,170,0,0,0,138,85,88,88
2015,NY,Jefferson/Lewis/St. Lawrence Counties CoC,NY-522,1267042,"Smaller Cities, Counties, and Regional CoCs",44,44,18,13,76,18,547,11,28,56,739,67,0,9,9,232,23,58,71,557,699,0,0,0,892,531,279,265
2015,NY,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",NY-523,1556533,"Smaller Cities, Counties, and Regional CoCs",98,92,31,17,61,22,378,21,30,42,612,51,9,19,24,71,15,25,38,436,575,0,0,0,795,490,163,146
2015,NY,New York City CoC,NY-600,121965844,Major Cities,72308,65813,255,177,261,183,25748,4154,5802,7982,132462,4886,193,1180,1297,2155,346,782,1042,60770,62145,2576,631,645,111632,48650,11506,10674
2015,NY,Poughkeepsie/Dutchess County CoC,NY-601,1338245,"Smaller Cities, Counties, and Regional CoCs",348,209,44,21,125,37,305,20,39,47,1329,88,8,8,16,124,23,19,39,748,843,0,0,0,1335,485,249,213
2015,NY,Newburgh/Middletown/Orange County CoC,NY-602,2792412,"Smaller Cities, Counties, and Regional CoCs",232,188,58,40,71,49,105,8,9,16,1351,149,18,17,33,63,13,15,28,977,1016,0,0,0,1321,766,368,314
2015,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",NY-603,10453402,"Smaller Cities, Counties, and Regional CoCs",2860,1538,133,80,142,84,1312,114,165,241,5746,555,40,114,142,92,10,38,46,3604,4174,0,0,0,6109,2533,1978,1764
2015,NY,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,NY-604,18422848,"Smaller Cities, Counties, and Regional CoCs",2160,2074,72,32,184,78,1110,8,36,114,4262,895,33,142,165,471,74,184,234,2808,3031,234,100,81,2883,1298,1487,1424
2015,NY,Rockland County CoC,NY-606,727899,"Smaller Cities, Counties, and Regional CoCs",107,40,72,44,114,49,72,0,2,4,270,12,0,1,1,1,0,0,0,230,236,0,0,0,262,97,98,89
2015,NY,Sullivan County CoC,NY-607,394588,"Smaller Cities, Counties, and Regional CoCs",10,10,38,18,38,18,456,21,37,37,463,0,0,0,0,0,0,0,0,431,447,0,0,0,463,431,78,73
2015,NY,Kingston/Ulster County CoC,NY-608,1169100,"Smaller Cities, Counties, and Regional CoCs",90,90,86,44,97,50,655,56,112,164,1279,64,5,17,20,86,11,38,48,829,875,0,0,0,1266,752,259,238
2015,OH,Cincinnati/Hamilton County CoC,OH-500,17982669,"Smaller Cities, Counties, and Regional CoCs",809,809,43,27,82,36,3923,373,615,1000,6138,1245,120,506,604,786,245,225,442,3744,4273,719,181,172,5505,3153,2569,2493
2015,OH,Toledo/Lucas County CoC,OH-501,4267657,"Smaller Cities, Counties, and Regional CoCs",667,326,54,38,79,44,1203,86,138,220,1777,340,23,71,90,243,68,76,129,1194,1477,171,11,25,1663,878,1012,983
2015,OH,Cleveland/Cuyahoga County CoC,OH-502,26740229,Major Cities,1798,1351,83,30,120,61,2883,470,698,941,6559,2411,20,217,232,1028,192,152,339,3680,4198,584,180,134,5304,2128,4292,4233
2015,OH,Columbus/Franklin County CoC,OH-503,12293012,Major Cities,1040,1024,45,26,54,29,6161,791,1287,1969,10768,1120,46,126,163,523,87,165,233,6813,7019,376,54,153,9453,4432,2536,2396
2015,OH,Youngstown/Mahoning County CoC,OH-504,1983615,"Smaller Cities, Counties, and Regional CoCs",272,272,82,28,132,74,524,52,88,100,668,98,6,14,18,94,22,13,33,446,732,455,16,120,778,408,454,418
2015,OH,Dayton/Kettering/Montgomery County CoC,OH-505,8478888,"Smaller Cities, Counties, and Regional CoCs",681,656,44,20,70,24,1945,209,311,464,4642,657,38,212,243,241,59,75,126,2923,3157,297,100,116,4567,1721,1264,1217
2015,OH,Akron/Barberton/Summit County CoC,OH-506,4366303,"Smaller Cities, Counties, and Regional CoCs",549,502,37,16,66,21,812,83,116,167,3419,164,4,60,62,122,40,22,59,2249,2359,2,1,1,3052,975,448,403
2015,OH,Ohio Balance of State CoC,OH-507,17483191,Balance of State and Statewide CoCs,2887,2284,38,28,71,34,8663,725,1092,1616,12513,1186,58,290,325,1088,306,244,519,9096,12258,388,111,85,12902,9498,3346,3189
2015,OH,Canton/Massillon/Alliance/Stark County CoC,OH-508,2676332,"Smaller Cities, Counties, and Regional CoCs",351,351,251,81,292,110,391,15,22,40,1489,338,8,47,53,305,9,17,24,761,877,192,13,0,1048,402,587,517
2015,OK,North Central Oklahoma CoC,OK-500,279491,"Smaller Cities, Counties, and Regional CoCs",134,95,31,17,48,22,205,8,23,32,668,3,2,0,2,45,14,9,22,521,659,0,0,0,683,303,8,7
2015,OK,Tulsa City & County/Broken Arrow CoC,OK-501,2736752,Major Cities,692,664,71,11,84,12,133,14,22,36,5472,202,6,79,83,139,9,36,44,3410,3442,127,30,23,335,296,336,296
2015,OK,Oklahoma City CoC,OK-502,3507094,Major Cities,1302,1185,70,17,85,21,214,4,7,10,3388,216,1,20,21,121,17,20,36,3092,3190,0,0,0,2557,321,635,584
2015,OK,Oklahoma Balance of State CoC,OK-503,605541,Balance of State and Statewide CoCs,93,13,17,10,77,22,33,0,0,1,111,12,0,1,1,18,0,2,2,102,213,90,1,84,106,29,74,65
2015,OK,Norman/Cleveland County CoC,OK-504,373113,"Smaller Cities, Counties, and Regional CoCs",63,51,11,5,12,5,51,0,0,0,374,25,0,3,2,19,1,4,5,373,444,0,0,0,51,38,85,78
2015,OK,Northeast Oklahoma CoC,OK-505,364189,"Smaller Cities, Counties, and Regional CoCs",321,129,35,10,70,23,232,30,47,50,555,6,0,2,2,31,5,8,12,433,456,18,6,10,554,325,64,49
2015,OK,Southwest Oklahoma Regional CoC,OK-506,116234,"Smaller Cities, Counties, and Regional CoCs",220,128,521,777,521,777,179,17,21,24,206,0,0,0,0,0,0,0,0,224,251,45,16,15,238,92,8,8
2015,OK,Southeastern Oklahoma Regional CoC,OK-507,113981,"Smaller Cities, Counties, and Regional CoCs",231,29,8,3,8,3,810,49,90,132,536,1,0,0,0,13,5,2,6,433,834,19,12,4,816,445,72,51
2015,OR,Eugene/Springfield/Lane County CoC,OR-500,3361210,"Smaller Cities, Counties, and Regional CoCs",552,552,52,9,71,11,630,48,81,120,3328,187,7,47,51,167,26,41,57,2397,2757,4,0,4,2202,601,559,521
2015,OR,Portland-Gresham-Multnomah County CoC,OR-501,19118469,Major Cities,1535,1318,43,18,96,36,3178,308,502,786,6121,908,17,91,103,686,128,138,253,4036,6471,87,3,66,7163,3260,3774,3453
2015,OR, Medford/Ashland/Jackson County CoC,OR-502,282942,"Smaller Cities, Counties, and Regional CoCs",431,143,57,43,145,75,662,13,17,36,404,20,0,3,3,104,17,4,21,266,779,72,0,0,594,410,298,236
2015,OR,Central Oregon CoC,OR-503,569835,"Smaller Cities, Counties, and Regional CoCs",223,145,42,24,75,30,585,68,90,111,1181,13,3,2,5,63,15,11,25,819,933,55,24,16,1148,473,17,17
2015,OR,Oregon Balance of State CoC,OR-505,3081444,Balance of State and Statewide CoCs,2587,774,16,1,47,1,1593,96,136,183,3703,197,10,11,20,377,61,45,98,3181,4658,97,34,17,4473,1691,743,678
2015,OR,Hillsboro/Beaverton/Washington County CoC,OR-506,3393016,"Smaller Cities, Counties, and Regional CoCs",211,205,53,38,110,43,466,18,29,52,815,184,6,25,27,104,13,22,33,591,746,248,9,33,668,379,515,481
2015,OR,Clackamas County CoC,OR-507,2087390,"Smaller Cities, Counties, and Regional CoCs",97,97,15,6,94,10,130,0,0,0,560,83,4,17,19,59,9,16,21,373,475,0,0,0,494,117,311,298
2015,PA,Philadelphia CoC,PA-500,35522132,Major Cities,5440,4495,209,114,276,171,2944,193,313,434,11633,1894,95,527,579,153,21,53,64,6241,6677,0,0,0,2618,1089,5096,4949
2015,PA,Harrisburg/Dauphin County CoC,PA-501,1623714,"Smaller Cities, Counties, and Regional CoCs",417,324,60,35,109,46,317,7,12,34,863,55,0,3,3,69,11,9,20,631,714,0,0,0,1166,635,156,135
2015,PA,Upper Darby/Chester/Haverford/Delaware County CoC,PA-502,5128363,"Smaller Cities, Counties, and Regional CoCs",422,363,106,58,137,69,429,28,50,67,1263,184,4,40,41,63,2,8,9,849,977,10,2,2,1157,528,249,246
2015,PA,Wilkes-Barre/Hazleton/Luzerne County CoC,PA-503,3995242,"Smaller Cities, Counties, and Regional CoCs",160,159,24,17,67,24,210,11,17,27,884,95,2,12,14,56,14,27,36,758,785,0,0,0,822,520,318,315
2015,PA,Lower Marion/Norristown/Abington/Montgomery County CoC,PA-504,2865555,"Smaller Cities, Counties, and Regional CoCs",404,390,67,53,107,60,319,20,28,38,932,57,2,6,8,51,10,13,21,607,733,25,6,11,823,485,134,128
2015,PA,Chester County CoC,PA-505,1618855,"Smaller Cities, Counties, and Regional CoCs",808,808,66,47,131,82,475,44,77,98,1669,105,0,0,0,68,22,15,33,970,1089,28,9,17,1220,852,343,300
2015,PA,Reading/Berks County CoC,PA-506,3327453,"Smaller Cities, Counties, and Regional CoCs",425,413,81,32,131,62,962,44,82,149,1661,69,2,7,8,131,22,17,31,1035,1446,74,7,39,1624,1144,424,393
2015,PA,Scranton/Lackawanna County CoC,PA-508,2588315,"Smaller Cities, Counties, and Regional CoCs",194,194,147,104,199,164,232,12,19,33,784,62,10,18,27,68,19,18,34,537,564,20,1,17,237,162,169,165
2015,PA,Eastern Pennsylvania CoC,PA-509,10803770,"Smaller Cities, Counties, and Regional CoCs",2051,1353,70,37,163,58,1629,26,74,121,3885,517,56,253,292,394,113,100,191,2785,3599,24,14,2,3351,1719,1114,1048
2015,PA,Lancaster City & County CoC,PA-510,2007820,"Smaller Cities, Counties, and Regional CoCs",410,405,172,55,204,78,693,40,74,108,1517,19,5,1,6,231,30,48,66,966,1042,0,0,0,868,330,132,129
2015,PA,Bristol/Bensalem/Bucks County CoC,PA-511,934433,"Smaller Cities, Counties, and Regional CoCs",437,423,69,25,234,85,326,10,31,70,1089,23,7,7,14,38,12,5,16,603,687,0,0,0,746,324,132,124
2015,PA,York City & County CoC,PA-512,1184845,"Smaller Cities, Counties, and Regional CoCs",265,265,27,13,52,18,580,50,88,162,1848,33,0,4,4,12,1,6,6,1390,1459,0,0,0,1570,679,258,213
2015,PA,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,PA-600,18215968,"Smaller Cities, Counties, and Regional CoCs",1327,1274,66,32,160,63,751,45,75,104,4274,528,11,28,37,387,100,85,167,2977,3716,0,0,0,3753,1384,2258,1875
2015,PA,Western Pennsylvania CoC,PA-601,8792731,"Smaller Cities, Counties, and Regional CoCs",998,717,73,21,139,33,1248,76,129,213,2216,356,66,98,144,517,110,98,189,1498,2305,0,0,0,2267,1405,996,903
2015,PA,Beaver County CoC,PA-603,1534995,"Smaller Cities, Counties, and Regional CoCs",96,96,79,28,101,40,394,17,42,57,395,19,3,6,9,53,7,11,18,231,511,0,0,0,471,206,254,205
2015,PA,Erie City & County CoC,PA-605,2128578,"Smaller Cities, Counties, and Regional CoCs",375,375,52,32,93,46,664,69,120,170,1432,65,0,2,2,110,24,17,38,831,937,366,215,43,1183,440,664,637
2015,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,13017927,Balance of State and Statewide CoCs,1034,995,120,29,226,115,629,91,142,180,1950,716,33,48,77,550,96,149,232,1052,1281,306,68,70,1232,528,1544,1460
2015,PR,South/Southeast Puerto Rico CoC,PR-503,5960026,"Smaller Cities, Counties, and Regional CoCs",637,634,336,175,293,172,540,20,33,72,949,163,13,12,21,264,40,41,73,490,894,107,52,30,1155,810,440,399
2015,RI,Rhode Island Statewide CoC,RI-500,5985905,Balance of State and Statewide CoCs,1008,872,91,51,124,65,1756,200,293,343,3463,646,51,143,177,323,45,71,105,1968,2232,219,23,55,2890,1286,1731,1619
2015,SC,Charleston/Low Country CoC,SC-500,1717517,"Smaller Cities, Counties, and Regional CoCs",363,268,55,28,71,41,500,18,41,59,1402,59,0,1,1,23,5,2,6,1071,1166,507,41,102,1266,582,144,142
2015,SC,Greenville/Anderson/Spartanburg Upstate CoC,SC-501,3291688,"Smaller Cities, Counties, and Regional CoCs",1558,727,93,51,173,91,920,49,87,132,1569,186,0,0,0,133,31,18,44,1185,1477,275,22,13,1370,793,274,246
2015,SC,Columbia/Midlands CoC,SC-502,3053383,"Smaller Cities, Counties, and Regional CoCs",965,743,57,23,99,42,1007,77,130,184,3485,253,2,7,8,256,53,42,91,2355,2633,367,66,29,2567,1126,857,796
2015,SC,Myrtle Beach/Sumter City & County CoC,SC-503,1844036,"Smaller Cities, Counties, and Regional CoCs",417,333,27,4,145,32,316,29,44,58,1247,109,4,10,13,186,98,9,105,1104,1927,4,2,1,1639,616,995,895
2015,SD,South Dakota Statewide CoC,SD-500,1126640,Balance of State and Statewide CoCs,1047,639,143,25,194,36,236,18,29,32,2858,79,5,24,25,55,10,15,21,1730,1928,3,0,1,2123,412,375,333
2015,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2612695,"Smaller Cities, Counties, and Regional CoCs",279,271,90,12,96,16,359,44,73,95,2000,253,6,39,42,143,20,23,34,1723,1985,123,2,2,915,374,667,635
2015,TN,Memphis/Shelby County CoC,TN-501,6716521,Major Cities,1570,1467,54,31,148,80,1075,43,91,151,2303,140,1,17,18,185,42,26,59,1515,2058,255,41,136,1806,1201,794,753
2015,TN,Knoxville/Knox County CoC,TN-502,1401099,"Smaller Cities, Counties, and Regional CoCs",743,665,44,16,69,24,555,63,77,99,3840,150,0,28,27,320,68,40,98,2371,2835,138,18,70,1447,967,299,259
2015,TN,Central Tennessee CoC,TN-503,1819533,"Smaller Cities, Counties, and Regional CoCs",209,209,94,26,161,66,258,2,5,7,1176,58,12,16,24,152,43,19,61,918,1125,0,0,0,835,179,229,201
2015,TN,Nashville/Davidson County CoC,TN-504,3233243,Major Cities,2128,369,518,385,389,212,1313,44,57,114,2432,60,7,23,27,47,24,7,30,1361,2221,111,7,9,1932,1169,483,430
2015,TN,Oak Ridge/Upper Cumberland CoC,TN-506,731977,"Smaller Cities, Counties, and Regional CoCs",187,62,53,32,77,36,150,4,4,9,260,49,2,11,12,37,7,11,16,278,467,88,15,16,347,237,162,142
2015,TN,Jackson/West Tennessee CoC,TN-507,1490638,"Smaller Cities, Counties, and Regional CoCs",188,51,54,25,93,28,298,5,7,20,287,96,12,41,51,140,42,36,76,334,763,204,119,66,494,374,516,474
2015,TN,Appalachian Regional CoC,TN-509,1530908,"Smaller Cities, Counties, and Regional CoCs",451,234,200,19,221,24,236,24,35,44,1412,90,12,66,75,94,31,16,43,969,1052,0,0,0,811,203,375,369
2015,TN,Murfreesboro/Rutherford County CoC,TN-510,554745,"Smaller Cities, Counties, and Regional CoCs",138,77,36,38,77,47,124,4,13,27,62,38,0,8,8,11,3,3,6,101,209,0,0,0,94,67,159,154
2015,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,393584,"Smaller Cities, Counties, and Regional CoCs",458,94,65,14,91,20,282,15,22,28,346,11,2,4,5,25,4,4,6,632,1107,32,2,18,566,280,34,30
2015,TX,San Antonio/Bexar County CoC,TX-500,8329314,Major Cities,2099,2004,105,19,213,96,2251,154,333,495,5864,153,26,68,79,258,104,81,163,3309,5177,41,9,24,4088,1740,2081,2016
2015,TX,Austin/Travis County CoC,TX-503,5687295,Major Cities,908,908,68,34,90,39,1117,83,125,185,5022,280,6,29,32,89,25,41,59,3015,3283,43,0,2,4179,805,1279,1205
2015,TX,Dallas City & County/Irving CoC,TX-600,16629599,Major Cities,3060,738,68,15,179,68,1515,43,99,140,4109,1489,238,480,685,575,215,139,329,2585,3846,83,26,56,3329,1032,2943,2756
2015,TX,Fort Worth/Arlington/Tarrant County CoC,TX-601,11955827,Major Cities,1521,1220,129,16,152,22,1321,63,72,102,10872,803,24,8,32,343,44,8,52,6055,7280,570,36,25,3867,1009,1690,1608
2015,TX,El Paso City & County CoC,TX-603,2758173,Major Cities,1159,749,41,17,100,35,866,45,70,95,2749,26,1,0,1,115,35,13,41,2037,2047,175,39,52,2200,773,86,76
2015,TX,Waco/McLennan County CoC,TX-604,978750,"Smaller Cities, Counties, and Regional CoCs",171,150,25,7,46,12,208,68,69,72,1086,23,1,6,5,87,29,6,34,852,858,109,44,24,960,120,60,56
2015,TX,Texas Balance of State (BoS) CoC,TX-607,7686653,Balance of State and Statewide CoCs,3728,2054,41,14,64,19,3821,361,545,728,10966,221,27,52,71,528,144,53,181,8350,9740,573,62,323,9997,3085,420,380
2015,TX,Amarillo CoC,TX-611,711031,"Smaller Cities, Counties, and Regional CoCs",588,588,88,28,110,31,305,40,61,73,2040,161,96,37,27,97,32,21,12,0,164,0,0,0,1813,135,398,269
2015,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,324611,"Smaller Cities, Counties, and Regional CoCs",349,313,,,,,0,0,0,0,,,,,,,,,,0,0,,,,,,,
2015,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,32098014,Major Cities,2513,2473,43,14,93,31,2532,338,487,726,11845,802,54,122,173,959,287,222,472,9962,11818,1474,239,323,7612,3441,2719,2521
2015,TX,Bryan/College Station/Brazos Valley CoC,TX-701,310636,"Smaller Cities, Counties, and Regional CoCs",176,160,54,32,88,39,232,23,29,44,806,9,0,0,0,13,8,3,9,587,587,0,0,0,618,191,0,0
2015,UT,Salt Lake City & County CoC,UT-500,7389067,"Smaller Cities, Counties, and Regional CoCs",1553,1396,66,28,94,37,1989,439,643,821,8624,463,34,134,157,218,46,50,89,4585,5042,1179,23,89,4498,1729,2039,1910
2015,UT,Utah Balance of State CoC,UT-503,1640766,Balance of State and Statewide CoCs,326,262,39,15,44,17,813,52,82,119,3207,66,5,7,12,240,60,31,80,2148,3153,50,13,12,3437,1601,424,288
2015,UT,Provo/Mountainland CoC,UT-504,1089919,"Smaller Cities, Counties, and Regional CoCs",107,107,13,4,30,4,287,14,24,39,1537,71,2,10,10,72,31,20,51,1228,1357,1,0,1,1368,446,243,205
